-73.983803 40.743511 -73.990311 40.729755
-73.989128 40.756531 -73.990028 40.748409
-73.984596 40.749428 -73.984261 40.757778
-73.960228 40.762081 -73.940956 40.788502
-74.00518 40.71109 -74.009277 40.706196
-73.986351 40.747646 -73.971405 40.781967
-73.973297 40.763821 -73.984329 40.738922
-73.990471 40.739239 -73.966988 40.766586
-73.99868 40.732079 -73.987068 40.7393
-73.991997 40.770023 -73.965904 40.758991
-73.989471 40.730877 -73.963837 40.718933
-74.003448 40.736263 -73.993195 40.760094
-73.958595 40.769024 -73.98645 40.730366
-73.982475 40.771992 -73.983734 40.749668
-73.990334 40.730652 -73.998955 40.725163
-73.989685 40.747513 -73.955147 40.765736
-74.002243 40.73365 -74.000191 40.74295
-73.782692 40.644493 -74.0149 40.716522
-74.007645 40.740871 -73.989563 40.719013
-73.991081 40.761238 -73.94915 40.827988
-73.98687 40.736549 -73.987854 40.744102
-74.00135 40.741497 -74.001595 40.751411
-73.955734 40.773926 -73.982155 40.783035
-73.983376 40.771091 -73.964157 40.770683
-73.776817 40.645451 -73.994553 40.722897
-73.977997 40.729523 -73.965424 40.758118
-73.949394 40.827744 -73.939636 40.835796
-73.991821 40.769905 -74.00499 40.741432
-74.005455 40.74596 -73.992416 40.763866
-73.94812 40.778763 -73.963074 40.710197
-74.002213 40.726608 -73.979752 40.735371
-73.945305 40.778423 -73.956001 40.776024
-73.962723 40.767281 -73.9468 40.77256
-73.977959 40.751842 -74.007584 40.743015
-73.956551 40.767467 -73.974785 40.783115
-73.985802 40.75758 -74.015648 40.715309
-73.994194 40.735661 -74.005791 40.743755
-73.979034 40.764553 -73.910202 40.775799
-73.964516 40.760303 -73.979019 40.743771
-73.993088 40.756958 -73.98542 40.747593
-73.994522 40.761047 -73.985863 40.769001
-73.831886 40.683815 -73.831886 40.683811
-73.955597 40.779667 -73.978912 40.747272
-73.966118 40.768017 -73.958527 40.77277
-73.98259 40.771873 -73.948822 40.785049
-73.943008 40.799229 -73.946342 40.790646
-73.985344 40.732025 -73.988091 40.722698
-73.930634 40.736794 -73.814529 40.739388
-73.789513 40.6469 -73.992165 40.763252
-73.97332 40.756203 -73.979042 40.688278
-74.006317 40.739658 -73.98011 40.74427
-73.988312 40.723473 -73.978355 40.745602
-73.984383 40.743263 -73.989731 40.735619
-73.978821 40.736565 -74.004105 40.742176
-73.977844 40.746181 -73.982788 40.725746
-74.004051 40.729683 -73.955063 40.694237
-73.992943 40.758175 -73.981087 40.782742
-73.985458 40.763351 -73.993614 40.767551
-73.997765 40.750595 -73.989349 40.757393
-73.977448 40.68082 -73.96357 40.672928
-73.992592 40.763538 -73.988983 40.74548
-73.789772 40.646793 -73.964493 40.791973
-73.982735 40.727196 -74.001984 40.733849
-73.988686 40.736572 -73.976334 40.776543
-73.977989 40.729553 -73.983238 40.750324
-73.989449 40.743759 -73.996544 40.736519
-74.008415 40.707893 -74.004295 40.721844
-73.977715 40.742424 -73.988174 40.728119
-74.007935 40.740482 -73.994789 40.750256
-73.99044 40.756657 -73.97641 40.751656
-73.969315 40.689507 -73.967262 40.710709
-73.986145 40.748798 -73.955284 40.772541
-74.006218 40.741444 -74.017921 40.706455
-73.983955 40.729454 -73.982376 40.774883
-73.976608 40.788456 -73.952972 40.783718
-73.99308 40.76284 -73.946884 40.771992
-73.956032 40.71423 -73.948463 40.718479
-74.004784 40.718983 -73.994614 40.724964
-73.99498 40.725174 -73.992432 40.715096
